Word/Phrase,Type,Category ,Sub-Category ,Pronunciation,Definition,Bangla meaning,Example Sentence,ai prompt,Collocations,Synonym,Antonym
stair,(n.),Everyday environments & spaces,The family home,stɛə/ স্টেয়ার/ stair,A set of steps leading from one floor of a building to another,সিঁড়ি,He ran up the stairs.,"A long, elegant wooden staircase leading upwards","[
{
""phrase"": ""flight of stairs"",
""example_sentence"": ""He ran up the flight of stairs.""
},
{
""phrase"": ""up the stairs"",
""example_sentence"": ""He ran up the stairs.""
}
]","step, staircase, stairway",
switch sth off,(phr. v.),Everyday environments & spaces,The family home,swɪtʃ ɒf/ সুইচ অফ/ swich of,Turn an electrical device off,বন্ধ করা (সুইচ টিপে),Don't forget to switch the TV off.,A television screen turning completely black,"[
{
""phrase"": ""switch off the light"",
""example_sentence"": ""Please switch off the light before you leave the room.""
},
{
""phrase"": ""switch off the engine"",
""example_sentence"": ""Please switch off the engine before you leave the room.""
}
]","turn off, shut off, deactivate","switch on, activate"
switch sth on,(phr. v.),Everyday environments & spaces,The family home,swɪtʃ ɒn/ সুইচ অন/ swich on,Turn an electrical device on,চালু করা (সুইচ টিপে),Can you switch the light on?,A bright lightbulb turning on instantly,"[
{
""phrase"": ""switch on the radio"",
""example_sentence"": ""The technician had to switch on the radio during the test.""
},
{
""phrase"": ""switch on the power"",
""example_sentence"": ""The technician had to switch on the power during the test.""
}
]","turn on, activate, start","switch off, deactivate"
shelf,(n.),Everyday environments & spaces,The family home,ʃelf/ শেলফ/ shelf,"A flat length of wood or rigid material, attached to a wall or forming part of a piece of furniture, that provides a surface for the storage or display of objects.",তাক,Put the book back on the shelf.,A neat wooden bookshelf mounted on a wall with several colorful books.,"[
{
""phrase"": ""top shelf"",
""example_sentence"": ""Put the book back on the top shelf.""
},
{
""phrase"": ""book shelf"",
""example_sentence"": ""Put the book back on the book shelf.""
}
]","ledge, rack, bracket, surface",
chair,(n.),Everyday environments & spaces,The family home,tʃɛə/ চেয়ার/ chair,Chair,চেয়ার,Sit on the chair.,A wooden chair,"[
{
""phrase"": ""sit on a chair"",
""example_sentence"": ""People often sit on a chair when the situation requires it.""
}
]","seat, stool, armchair",
wall,(n.),Everyday environments & spaces,The family home,wɔːl/ ওয়াল/ wawl,A continuous vertical brick or stone structure that encloses or divides an area of land,দেয়াল,He hung a picture on the wall.,"A solid, sturdy brick wall made of red clay bricks","[
{
""phrase"": ""brick wall"",
""example_sentence"": ""He hung a picture on the brick wall.""
},
{
""phrase"": ""climb a wall"",
""example_sentence"": ""He hung a picture on the climb a wall.""
}
]","barrier, partition, divider, fence","door, opening"
bite,"(v.), (n.)",Everyday environments & spaces,"The kitchen — tools, equipment & cooking verbs",baɪt/ বাইট/ byt,To cut into something with teeth; a wound from biting,কামড় দেওয়া / কামড়,The dog bit the boy on the leg.,"A dog baring its teeth near a person's leg, tense moment, realistic illustration","[
{
""phrase"": ""bite off"",
""example_sentence"": ""Good managers know how to bite off others respectfully.""
},
{
""phrase"": ""insect bite"",
""example_sentence"": ""The discussion focused on the insect bite.""
},
{
""phrase"": ""take a bite"",
""example_sentence"": ""Please take a bite before the meeting begins.""
},
{
""phrase"": ""bite into"",
""example_sentence"": ""Good managers know how to bite into others respectfully.""
}
]","chew, gnaw, nibble, nip","release, spit"
cook,"(v.), (n.)",Everyday environments & spaces,"The kitchen — tools, equipment & cooking verbs",kʊk/ কুক/ kook,To prepare food using heat; a person who cooks,রান্না করা / রাঁধুনি,She cooked a delicious meal for the family.,"A chef in a kitchen stirring a pot on the stove, steam rising, warm light, realistic photo","[
{
""phrase"": ""head cook"",
""example_sentence"": ""The discussion focused on the head cook.""
},
{
""phrase"": ""cook up"",
""example_sentence"": ""Good managers know how to cook up others respectfully.""
},
{
""phrase"": ""home-cooked"",
""example_sentence"": ""The home-cooked came up several times during the discussion.""
},
{
""phrase"": ""cook a meal"",
""example_sentence"": ""People often cook a meal when the situation requires it.""
}
]","prepare, bake, roast, chef","eat, consume"
cool,"(adj.), (v.)",Everyday environments & spaces,"The kitchen — tools, equipment & cooking verbs",kuːl/ কুল/ kool,Fairly cold; to become colder,ঠান্ডা / ঠান্ডা করা,Let the soup cool before you eat it.,"A bowl of soup with steam fading as it cools down on a wooden table, peaceful kitchen setting","[
{
""phrase"": ""cool down"",
""example_sentence"": ""Good managers know how to cool down others respectfully.""
},
{
""phrase"": ""keep cool"",
""example_sentence"": ""Please keep cool until the meeting ends.""
},
{
""phrase"": ""cool breeze"",
""example_sentence"": ""People often cool breeze when the situation requires it.""
},
{
""phrase"": ""stay cool"",
""example_sentence"": ""Good leaders try to stay cool during a crisis.""
}
]","chilly, cold, chill, refreshing","warm, hot"
mix,"(v.), (n.)",Everyday environments & spaces,"The kitchen — tools, equipment & cooking verbs",mɪks/ মিক্স/ miks,To combine things together; a combination of things,মেশানো / মিশ্রণ,Mix the flour and eggs in a bowl.,"A mixing bowl with eggs and flour being stirred with a wooden spoon, kitchen background, realistic","[
{
""phrase"": ""mix together"",
""example_sentence"": ""People often mix together when the situation requires it.""
},
{
""phrase"": ""cake mix"",
""example_sentence"": ""Cake mix the flour and eggs in a bowl.""
},
{
""phrase"": ""mixed feelings"",
""example_sentence"": ""The discussion focused on the mixed feelings.""
},
{
""phrase"": ""mix up"",
""example_sentence"": ""Good managers know how to mix up others respectfully.""
}
]","blend, combine, stir, merge","separate, divide"
slice,"(n.), (v.)",Everyday environments & spaces,"The kitchen — tools, equipment & cooking verbs",slaɪs/ স্লাইস/ slys,A thin flat piece cut from something; to cut thin pieces,ফালি / কাটা,She cut a slice of bread for breakfast.,"A hand slicing a loaf of bread with a knife on a cutting board, natural light, close-up photo","[
{
""phrase"": ""a slice of"",
""example_sentence"": ""She cut a slice of bread for breakfast.""
},
{
""phrase"": ""slice through"",
""example_sentence"": ""Good managers know how to slice through others respectfully.""
},
{
""phrase"": ""bread slice"",
""example_sentence"": ""She cut a bread slice of bread for breakfast.""
},
{
""phrase"": ""slice up"",
""example_sentence"": ""Good managers know how to slice up others respectfully.""
}
]","cut, piece, portion, chop","whole, join"
taste,"(n.), (v.)",Everyday environments & spaces,"The kitchen — tools, equipment & cooking verbs",teɪst/ টেস্ট/ tayst,The sensation of flavor; to try food to find its flavor,স্বাদ / চেখে দেখা,The cake tasted sweet and delicious.,"A person's face expressing delight after tasting cake, fork in hand, bright kitchen setting","[
{
""phrase"": ""good taste"",
""example_sentence"": ""The discussion focused on the good taste.""
},
{
""phrase"": ""taste of"",
""example_sentence"": ""Good managers know how to taste of others respectfully.""
},
{
""phrase"": ""bitter taste"",
""example_sentence"": ""The discussion focused on the bitter taste.""
},
{
""phrase"": ""taste test"",
""example_sentence"": ""People often taste test when the situation requires it.""
}
]","flavour, savour, sample, try",
glasses,(n.),Everyday environments & spaces,"The kitchen — tools, equipment & cooking verbs",ˈɡlɑːsɪz/ গ্লাসেস/ glah-siz,"A pair of lenses set in a frame resting on the nose and ears, used to correct or assist defective eyesight",চশমা,He put on his glasses to read the book.,A pair of black-rimmed reading glasses resting on an open book,"[
{
""phrase"": ""pair of glasses"",
""example_sentence"": ""He put on his pair of glasses to read the book.""
},
{
""phrase"": ""reading glasses"",
""example_sentence"": ""He put on his reading glasses to read the book.""
}
]","spectacles, eyewear, specs, goggles",
kitchen,(n.),Everyday environments & spaces,"The kitchen — tools, equipment & cooking verbs",ˈkɪtʃɪn/ কিচেন/ kich-in,A room or area where food is prepared and cooked.,রান্নাঘর,She is cooking in the kitchen.,"A bright, clean modern kitchen with a large marble island and stainless steel appliances.","[
{
""phrase"": ""kitchen table"",
""example_sentence"": ""She placed the book on the kitchen table.""
},
{
""phrase"": ""modern kitchen"",
""example_sentence"": ""She is cooking in the modern kitchen.""
}
]","kitchenette, galley, scullery",
cooker,(n.),Everyday environments & spaces,"The kitchen — tools, equipment & cooking verbs",ˈkʊkə/ কুকার/ kʊk-er,"An appliance used for cooking food, typically consisting of an oven, hob, and grill",চুলা,She put the pot on the cooker.,"A modern, shiny stainless steel kitchen stove with four glowing red burners","[
{
""phrase"": ""gas cooker"",
""example_sentence"": ""She put the pot on the gas cooker.""
},
{
""phrase"": ""electric cooker"",
""example_sentence"": ""She put the pot on the electric cooker.""
},
{
""phrase"": ""pressure cooker"",
""example_sentence"": ""She put the pot on the pressure cooker.""
}
]","stove, oven, range, hob",
cooking,(n.),Everyday environments & spaces,"The kitchen — tools, equipment & cooking verbs",ˈkʊkɪŋ/ কুকিং/ kʊk-ing,"The practice or skill of preparing food by combining, mixing, and heating ingredients",রান্না,I love Italian cooking.,Various chopped fresh vegetables and spices thrown mid-air into a hot wok,"[
{
""phrase"": ""home cooking"",
""example_sentence"": ""The discussion focused on the home cooking.""
},
{
""phrase"": ""do the cooking"",
""example_sentence"": ""We all have to do the cooking before the guests arrive.""
},
{
""phrase"": ""cooking oil"",
""example_sentence"": ""The discussion focused on the cooking oil.""
}
]","cuisine, baking, culinary art, preparation",
